date,time,place,reading,type
"Tuesday,November 15,2016","10:00 AM","BALKHU",95,H
"Monday,November 14,2016","11:00 AM","BUDANILKANTHA",58,H
"Monday,November 14,2016","07:00 AM","EKANTAKUNA",72,H
"Monday,November 14,2016","09:00 AM","HATTISAR",72,H
"Tuesday,November 15,2016","09:00 AM","KALANKI",125,H
"Tuesday,November 15,2016","07:00 AM","KALIMATI",154,H
"Monday,November 14,2016","08:00 AM","KOTESHWOR",106,H
"Monday,November 14,2016","07:00 AM","NEW BANESWOR",244,H
"Monday,November 14,2016","08:00 AM","PUTALISADAK",81,H
"Monday,November 14,2016","07:00 AM","SAATDOBATO",129,H
"Monday,November 14,2016","08:00 AM","THAMEL",106,H
"Monday,November 14,2016","08:00 AM","THAPATHALI",116,H
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Tuesday,November 15,2016","01:00 PM","BALKHU",55,R
"Tuesday,November 15,2016","01:00 PM","BUDANILKANTHA",20,R
"Tuesday,November 15,2016","09:00 AM","EKANTAKUNA",39,R
"Tuesday,November 15,2016","01:00 PM","HATTISAR",49,R
"Tuesday,November 15,2016","01:00 PM","KALANKI",49,R
"Tuesday,November 15,2016","01:00 PM","KALIMATI",76,R
"Tuesday,November 15,2016","01:00 PM","KOTESHWOR",29,R
"Tuesday,November 15,2016","01:00 PM","NEW BANESWOR",74,R
"Tuesday,November 15,2016","01:00 PM","PUTALISADAK",41,R
"Tuesday,November 15,2016","01:00 PM","SAATDOBATO",49,R
"Tuesday,November 15,2016","01:00 PM","THAMEL",48,R
"Tuesday,November 15,2016","02:00 PM","THAPATHALI",77,R
"Tuesday,November 15,2016","01:00 PM","THE BRITISH SCHOOL",57,R
"Wednesday,November 16,2016","00:00 PM","BALKHU",69,R
"Wednesday,November 16,2016","00:00 PM","BUDANILKANTHA",33,R
"Wednesday,November 16,2016","00:00 PM","EKANTAKUNA",50,R
"Wednesday,November 16,2016","00:00 PM","HATTISAR",53,R
"Wednesday,November 16,2016","00:00 PM","KALANKI",54,R
"Wednesday,November 16,2016","00:00 PM","KALIMATI",85,R
"Wednesday,November 16,2016","00:00 PM","KOTESHWOR",40,R
"Wednesday,November 16,2016","00:00 PM","NEW BANESWOR",98,R
"Wednesday,November 16,2016","00:00 PM","PUTALISADAK",49,R
"Wednesday,November 16,2016","00:00 PM","SAATDOBATO",57,R
"Wednesday,November 16,2016","00:00 PM","THAMEL",60,R
"Tuesday,November 15,2016","10:00 PM","BALKHU",126,H
"Wednesday,November 16,2016","08:00 AM","BUDANILKANTHA",104,H
"Wednesday,November 16,2016","10:00 AM","EKANTAKUNA",82,H
"Wednesday,November 16,2016","07:00 AM","HATTISAR",76,H
"Tuesday,November 15,2016","09:00 AM","KALANKI",125,H
"Tuesday,November 15,2016","07:00 AM","KALIMATI",154,H
"Wednesday,November 16,2016","10:00 AM","KOTESHWOR",84,H
"Wednesday,November 16,2016","08:00 AM","NEW BANESWOR",204,H
"Wednesday,November 16,2016","09:00 AM","PUTALISADAK",78,H
"Wednesday,November 16,2016","11:00 AM","SAATDOBATO",104,H
"Tuesday,November 15,2016","04:00 PM","THAMEL",128,H
"Wednesday,November 16,2016","01:00 PM","BALKHU",67,R
"Wednesday,November 16,2016","01:00 PM","BUDANILKANTHA",32,R
"Wednesday,November 16,2016","01:00 PM","EKANTAKUNA",49,R
"Wednesday,November 16,2016","01:00 PM","HATTISAR",53,R
"Wednesday,November 16,2016","01:00 PM","KALANKI",52,R
"Wednesday,November 16,2016","01:00 PM","KALIMATI",81,R
"Wednesday,November 16,2016","01:00 PM","KOTESHWOR",40,R
"Wednesday,November 16,2016","01:00 PM","NEW BANESWOR",96,R
"Wednesday,November 16,2016","01:00 PM","PUTALISADAK",48,R
"Wednesday,November 16,2016","01:00 PM","SAATDOBATO",55,R
"Wednesday,November 16,2016","01:00 PM","THAMEL",59,R
"Wednesday,November 16,2016","02:00 PM","BALKHU",66,R
"Wednesday,November 16,2016","01:00 PM","BUDANILKANTHA",32,R
"Wednesday,November 16,2016","02:00 PM","EKANTAKUNA",48,R
"Wednesday,November 16,2016","02:00 PM","HATTISAR",53,R
"Wednesday,November 16,2016","02:00 PM","KALANKI",51,R
"Wednesday,November 16,2016","02:00 PM","KALIMATI",79,R
"Wednesday,November 16,2016","02:00 PM","KOTESHWOR",39,R
"Wednesday,November 16,2016","02:00 PM","NEW BANESWOR",94,R
"Wednesday,November 16,2016","02:00 PM","PUTALISADAK",48,R
"Wednesday,November 16,2016","02:00 PM","SAATDOBATO",53,R
"Wednesday,November 16,2016","02:00 PM","THAMEL",59,R
"Wednesday,November 16,2016","03:00 PM","BALKHU",65,R
"Wednesday,November 16,2016","01:00 PM","BUDANILKANTHA",32,R
"Wednesday,November 16,2016","03:00 PM","EKANTAKUNA",47,R
"Wednesday,November 16,2016","03:00 PM","HATTISAR",53,R
"Wednesday,November 16,2016","03:00 PM","KALANKI",50,R
"Wednesday,November 16,2016","03:00 PM","KALIMATI",78,R
"Wednesday,November 16,2016","03:00 PM","KOTESHWOR",39,R
"Wednesday,November 16,2016","03:00 PM","NEW BANESWOR",94,R
"Wednesday,November 16,2016","03:00 PM","PUTALISADAK",49,R
"Wednesday,November 16,2016","03:00 PM","SAATDOBATO",53,R
"Wednesday,November 16,2016","03:00 PM","THAMEL",63,R
"Wednesday,November 16,2016","04:00 PM","BALKHU",65,R
"Wednesday,November 16,2016","01:00 PM","BUDANILKANTHA",32,R
"Wednesday,November 16,2016","04:00 PM","EKANTAKUNA",46,R
"Wednesday,November 16,2016","04:00 PM","HATTISAR",53,R
"Wednesday,November 16,2016","04:00 PM","KALANKI",50,R
"Wednesday,November 16,2016","04:00 PM","KALIMATI",77,R
"Wednesday,November 16,2016","04:00 PM","KOTESHWOR",39,R
"Wednesday,November 16,2016","04:00 PM","NEW BANESWOR",95,R
"Wednesday,November 16,2016","04:00 PM","PUTALISADAK",49,R
"Wednesday,November 16,2016","04:00 PM","SAATDOBATO",53,R
"Wednesday,November 16,2016","04:00 PM","THAMEL",65,R
"Wednesday,November 16,2016","05:00 PM","BALKHU",65,R
"Wednesday,November 16,2016","01:00 PM","BUDANILKANTHA",32,R
"Wednesday,November 16,2016","05:00 PM","EKANTAKUNA",46,R
"Wednesday,November 16,2016","05:00 PM","HATTISAR",53,R
"Wednesday,November 16,2016","05:00 PM","KALANKI",51,R
"Wednesday,November 16,2016","05:00 PM","KALIMATI",77,R
"Wednesday,November 16,2016","05:00 PM","KOTESHWOR",39,R
"Wednesday,November 16,2016","05:00 PM","NEW BANESWOR",96,R
"Wednesday,November 16,2016","05:00 PM","PUTALISADAK",49,R
"Wednesday,November 16,2016","05:00 PM","SAATDOBATO",53,R
"Wednesday,November 16,2016","05:00 PM","THAMEL",68,R
"Wednesday,November 16,2016","06:00 PM","BALKHU",65,R
"Wednesday,November 16,2016","06:00 PM","BUDANILKANTHA",32,R
"Wednesday,November 16,2016","06:00 PM","EKANTAKUNA",46,R
"Wednesday,November 16,2016","06:00 PM","HATTISAR",54,R
"Wednesday,November 16,2016","06:00 PM","KALANKI",55,R
"Wednesday,November 16,2016","06:00 PM","KALIMATI",79,R
"Wednesday,November 16,2016","06:00 PM","KOTESHWOR",39,R
"Wednesday,November 16,2016","06:00 PM","NEW BANESWOR",97,R
"Wednesday,November 16,2016","06:00 PM","PUTALISADAK",50,R
"Wednesday,November 16,2016","06:00 PM","SAATDOBATO",54,R
"Wednesday,November 16,2016","06:00 PM","THAMEL",68,R
"Wednesday,November 16,2016","07:00 PM","BALKHU",64,R
"Wednesday,November 16,2016","07:00 PM","BUDANILKANTHA",32,R
"Wednesday,November 16,2016","07:00 PM","EKANTAKUNA",47,R
"Wednesday,November 16,2016","07:00 PM","HATTISAR",54,R
"Wednesday,November 16,2016","07:00 PM","KALANKI",56,R
"Wednesday,November 16,2016","07:00 PM","KALIMATI",80,R
"Wednesday,November 16,2016","07:00 PM","KOTESHWOR",39,R
"Wednesday,November 16,2016","07:00 PM","NEW BANESWOR",97,R
"Wednesday,November 16,2016","07:00 PM","PUTALISADAK",50,R
"Wednesday,November 16,2016","07:00 PM","SAATDOBATO",53,R
"Wednesday,November 16,2016","07:00 PM","THAMEL",68,R
"Wednesday,November 16,2016","08:00 PM","BALKHU",65,R
"Wednesday,November 16,2016","08:00 PM","BUDANILKANTHA",33,R
"Wednesday,November 16,2016","08:00 PM","EKANTAKUNA",47,R
"Wednesday,November 16,2016","08:00 PM","HATTISAR",55,R
"Wednesday,November 16,2016","08:00 PM","KALANKI",57,R
"Wednesday,November 16,2016","08:00 PM","KALIMATI",81,R
"Wednesday,November 16,2016","08:00 PM","KOTESHWOR",40,R
"Wednesday,November 16,2016","08:00 PM","NEW BANESWOR",99,R
"Wednesday,November 16,2016","08:00 PM","PUTALISADAK",50,R
"Wednesday,November 16,2016","08:00 PM","SAATDOBATO",55,R
"Wednesday,November 16,2016","08:00 PM","THAMEL",69,R
"Wednesday,November 16,2016","09:00 PM","BALKHU",65,R
"Wednesday,November 16,2016","09:00 PM","BUDANILKANTHA",33,R
"Wednesday,November 16,2016","09:00 PM","EKANTAKUNA",47,R
"Wednesday,November 16,2016","09:00 PM","HATTISAR",56,R
"Wednesday,November 16,2016","09:00 PM","KALANKI",57,R
"Wednesday,November 16,2016","09:00 PM","KALIMATI",81,R
"Wednesday,November 16,2016","09:00 PM","KOTESHWOR",40,R
"Wednesday,November 16,2016","09:00 PM","NEW BANESWOR",100,R
"Wednesday,November 16,2016","09:00 PM","PUTALISADAK",51,R
"Wednesday,November 16,2016","09:00 PM","SAATDOBATO",56,R
