date,time,place,reading,type
"Wednesday,September 28,2016","09:00 PM","SAATDOBATO",13,R
"Wednesday,September 28,2016","10:00 PM","SAMAKHUSI",18,R
"Wednesday,September 28,2016","09:00 PM","THAMEL",16,R
"Wednesday,September 28,2016","09:00 PM","THAPATHALI",18,R
"Wednesday,September 28,2016","09:00 PM","THE BRITISH SCHOOL",14,R
"Wednesday,September 28,2016","09:00 PM","BALKHU",20,R
"Wednesday,September 28,2016","09:00 PM","BUDANILKANTHA",11,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",17,R
"Wednesday,September 28,2016","09:00 PM","HATTISAR",27,R
"Wednesday,September 28,2016","09:00 PM","KALANKI",19,R
"Wednesday,September 28,2016","09:00 PM","KALIMATI",21,R
"Wednesday,September 28,2016","09:00 PM","KOTESHWOR",12,R
"Wednesday,September 28,2016","09:00 PM","NEW BANESWOR",16,R
"Wednesday,September 28,2016","09:00 PM","PUTALISADAK",14,R
"Wednesday,September 28,2016","09:00 PM","SAATDOBATO",13,R
"Wednesday,September 28,2016","10:00 PM","SAMAKHUSI",18,R
"Wednesday,September 28,2016","09:00 PM","THAMEL",16,R
"Wednesday,September 28,2016","09:00 PM","THAPATHALI",18,R
"Wednesday,September 28,2016","09:00 PM","THE BRITISH SCHOOL",14,R
"Wednesday,September 28,2016","04:00 AM","BALKHU",16,R
"Wednesday,September 28,2016","05:00 AM","BUDANILKANTHA",11,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",15,R
"Wednesday,September 28,2016","05:00 AM","HATTISAR",24,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","05:00 AM","KALIMATI",14,R
"Wednesday,September 28,2016","05:00 AM","KOTESHWOR",12,R
"Wednesday,September 28,2016","05:00 AM","NEW BANESWOR",17,R
"Wednesday,September 28,2016","05:00 AM","PUTALISADAK",13,R
"Wednesday,September 28,2016","05:00 AM","SAATDOBATO",13,R
"Wednesday,September 28,2016","05:00 AM","SAMAKHUSI",13,R
"Wednesday,September 28,2016","05:00 AM","THAMEL",15,R
"Wednesday,September 28,2016","05:00 AM","THAPATHALI",13,R
"Wednesday,September 28,2016","05:00 AM","THE BRITISH SCHOOL",14,R
"Wednesday,September 28,2016","04:00 AM","BALKHU",16,R
"Wednesday,September 28,2016","06:00 AM","BUDANILKANTHA",11,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",15,R
"Wednesday,September 28,2016","06:00 AM","HATTISAR",25,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","06:00 AM","KALIMATI",15,R
"Wednesday,September 28,2016","06:00 AM","KOTESHWOR",12,R
"Wednesday,September 28,2016","06:00 AM","NEW BANESWOR",20,R
"Wednesday,September 28,2016","06:00 AM","PUTALISADAK",13,R
"Wednesday,September 28,2016","06:00 AM","SAATDOBATO",14,R
"Wednesday,September 28,2016","06:00 AM","SAMAKHUSI",13,R
"Wednesday,September 28,2016","06:00 AM","THAMEL",16,R
"Wednesday,September 28,2016","06:00 AM","THAPATHALI",13,R
"Wednesday,September 28,2016","06:00 AM","THE BRITISH SCHOOL",14,R
"Wednesday,September 28,2016","04:00 AM","BALKHU",16,R
"Wednesday,September 28,2016","07:00 AM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",15,R
"Wednesday,September 28,2016","07:00 AM","HATTISAR",26,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","07:00 AM","KALIMATI",16,R
"Wednesday,September 28,2016","07:00 AM","KOTESHWOR",12,R
"Wednesday,September 28,2016","07:00 AM","NEW BANESWOR",21,R
"Wednesday,September 28,2016","07:00 AM","PUTALISADAK",13,R
"Wednesday,September 28,2016","07:00 AM","SAATDOBATO",15,R
"Wednesday,September 28,2016","06:00 AM","SAMAKHUSI",13,R
"Wednesday,September 28,2016","07:00 AM","THAMEL",17,R
"Wednesday,September 28,2016","07:00 AM","THAPATHALI",14,R
"Wednesday,September 28,2016","07:00 AM","THE BRITISH SCHOOL",15,R
"Wednesday,September 28,2016","04:00 AM","BALKHU",16,R
"Wednesday,September 28,2016","08:00 AM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",15,R
"Wednesday,September 28,2016","08:00 AM","HATTISAR",26,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","08:00 AM","KALIMATI",19,R
"Wednesday,September 28,2016","08:00 AM","KOTESHWOR",13,R
"Wednesday,September 28,2016","08:00 AM","NEW BANESWOR",22,R
"Wednesday,September 28,2016","08:00 AM","PUTALISADAK",14,R
"Wednesday,September 28,2016","08:00 AM","SAATDOBATO",16,R
"Wednesday,September 28,2016","08:00 AM","SAMAKHUSI",15,R
"Wednesday,September 28,2016","08:00 AM","THAMEL",18,R
"Wednesday,September 28,2016","08:00 AM","THAPATHALI",16,R
"Wednesday,September 28,2016","08:00 AM","THE BRITISH SCHOOL",17,R
"Wednesday,September 28,2016","04:00 AM","BALKHU",16,R
"Wednesday,September 28,2016","09:00 AM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",15,R
"Wednesday,September 28,2016","09:00 AM","HATTISAR",26,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","09:00 AM","KALIMATI",22,R
"Wednesday,September 28,2016","09:00 AM","KOTESHWOR",13,R
"Wednesday,September 28,2016","09:00 AM","NEW BANESWOR",23,R
"Wednesday,September 28,2016","09:00 AM","PUTALISADAK",15,R
"Wednesday,September 28,2016","09:00 AM","SAATDOBATO",16,R
"Wednesday,September 28,2016","09:00 AM","SAMAKHUSI",16,R
"Wednesday,September 28,2016","09:00 AM","THAMEL",20,R
"Wednesday,September 28,2016","09:00 AM","THAPATHALI",17,R
"Wednesday,September 28,2016","09:00 AM","THE BRITISH SCHOOL",18,R
"Wednesday,September 28,2016","04:00 AM","BALKHU",16,R
"Wednesday,September 28,2016","10:00 AM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",15,R
"Wednesday,September 28,2016","10:00 AM","HATTISAR",26,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","10:00 AM","KALIMATI",22,R
"Wednesday,September 28,2016","10:00 AM","KOTESHWOR",13,R
"Wednesday,September 28,2016","10:00 AM","NEW BANESWOR",22,R
"Wednesday,September 28,2016","10:00 AM","PUTALISADAK",15,R
"Wednesday,September 28,2016","10:00 AM","SAATDOBATO",16,R
"Wednesday,September 28,2016","10:00 AM","SAMAKHUSI",16,R
"Wednesday,September 28,2016","10:00 AM","THAMEL",20,R
"Wednesday,September 28,2016","10:00 AM","THAPATHALI",19,R
"Wednesday,September 28,2016","10:00 AM","THE BRITISH SCHOOL",19,R
"Wednesday,September 28,2016","04:00 AM","BALKHU",16,R
"Wednesday,September 28,2016","11:00 AM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","11:00 AM","EKANTAKUNA",16,R
"Wednesday,September 28,2016","11:00 AM","HATTISAR",26,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","11:00 AM","KALIMATI",23,R
"Wednesday,September 28,2016","11:00 AM","KOTESHWOR",13,R
"Wednesday,September 28,2016","10:00 AM","NEW BANESWOR",22,R
"Wednesday,September 28,2016","11:00 AM","PUTALISADAK",14,R
"Wednesday,September 28,2016","11:00 AM","SAATDOBATO",16,R
"Wednesday,September 28,2016","10:00 AM","SAMAKHUSI",16,R
"Wednesday,September 28,2016","11:00 AM","THAMEL",20,R
"Wednesday,September 28,2016","11:00 AM","THAPATHALI",20,R
"Wednesday,September 28,2016","11:00 AM","THE BRITISH SCHOOL",19,R
"Tuesday,September 27,2016","07:00 PM","BALKHU",42,H
"Tuesday,September 27,2016","07:00 AM","BUDANILKANTHA",26,H
"Wednesday,September 28,2016","11:00 AM","EKANTAKUNA",33,H
"Tuesday,September 27,2016","08:00 PM","HATTISAR",44,H
"Tuesday,September 27,2016","02:00 PM","KALANKI",40,H
"Wednesday,September 28,2016","09:00 AM","KALIMATI",62,H
"Wednesday,September 28,2016","00:00 PM","KOTESHWOR",36,H
"Wednesday,September 28,2016","06:00 AM","NEW BANESWOR",78,H
"Tuesday,September 27,2016","09:00 AM","PUTALISADAK",27,H
"Wednesday,September 28,2016","08:00 AM","SAATDOBATO",30,H
"Wednesday,September 28,2016","08:00 AM","SAMAKHUSI",38,H
"Wednesday,September 28,2016","09:00 AM","THAMEL",53,H
"Wednesday,September 28,2016","00:00 PM","BALKHU",16,R
"Wednesday,September 28,2016","00:00 PM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","00:00 PM","EKANTAKUNA",16,R
"Wednesday,September 28,2016","00:00 PM","HATTISAR",25,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","00:00 PM","KALIMATI",23,R
"Wednesday,September 28,2016","00:00 PM","KOTESHWOR",14,R
"Wednesday,September 28,2016","10:00 AM","NEW BANESWOR",22,R
"Wednesday,September 28,2016","00:00 PM","PUTALISADAK",14,R
"Wednesday,September 28,2016","00:00 PM","SAATDOBATO",16,R
"Wednesday,September 28,2016","00:00 PM","SAMAKHUSI",16,R
"Wednesday,September 28,2016","00:00 PM","THAMEL",20,R
"Wednesday,September 28,2016","00:00 PM","THAPATHALI",20,R
"Wednesday,September 28,2016","00:00 PM","THE BRITISH SCHOOL",19,R
"Wednesday,September 28,2016","01:00 PM","BALKHU",16,R
"Wednesday,September 28,2016","01:00 PM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","01:00 PM","EKANTAKUNA",16,R
"Wednesday,September 28,2016","01:00 PM","HATTISAR",25,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","01:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","01:00 PM","KOTESHWOR",17,R
"Wednesday,September 28,2016","01:00 PM","NEW BANESWOR",25,R
"Wednesday,September 28,2016","01:00 PM","PUTALISADAK",13,R
"Wednesday,September 28,2016","01:00 PM","SAATDOBATO",15,R
"Wednesday,September 28,2016","01:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","01:00 PM","THAMEL",18,R
"Wednesday,September 28,2016","01:00 PM","THAPATHALI",21,R
"Wednesday,September 28,2016","01:00 PM","THE BRITISH SCHOOL",18,R
"Wednesday,September 28,2016","02:00 PM","BALKHU",16,R
"Wednesday,September 28,2016","02:00 PM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","02:00 PM","EKANTAKUNA",16,R
"Wednesday,September 28,2016","02:00 PM","HATTISAR",24,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","02:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","02:00 PM","KOTESHWOR",17,R
"Wednesday,September 28,2016","02:00 PM","NEW BANESWOR",28,R
"Wednesday,September 28,2016","02:00 PM","PUTALISADAK",13,R
"Wednesday,September 28,2016","02:00 PM","SAATDOBATO",15,R
"Wednesday,September 28,2016","01:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","02:00 PM","THAMEL",17,R
"Wednesday,September 28,2016","02:00 PM","THAPATHALI",21,R
"Wednesday,September 28,2016","02:00 PM","THE BRITISH SCHOOL",18,R
"Wednesday,September 28,2016","03:00 PM","BALKHU",16,R
"Wednesday,September 28,2016","03:00 PM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","03:00 PM","EKANTAKUNA",16,R
"Wednesday,September 28,2016","03:00 PM","HATTISAR",24,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","03:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","03:00 PM","KOTESHWOR",21,R
"Wednesday,September 28,2016","03:00 PM","NEW BANESWOR",30,R
"Wednesday,September 28,2016","03:00 PM","PUTALISADAK",13,R
"Wednesday,September 28,2016","03:00 PM","SAATDOBATO",15,R
"Wednesday,September 28,2016","01:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","03:00 PM","THAMEL",19,R
"Wednesday,September 28,2016","03:00 PM","THAPATHALI",21,R
"Wednesday,September 28,2016","03:00 PM","THE BRITISH SCHOOL",18,R
"Wednesday,September 28,2016","04:00 PM","BALKHU",16,R
"Wednesday,September 28,2016","04:00 PM","BUDANILKANTHA",12,R
"Wednesday,September 28,2016","04:00 PM","EKANTAKUNA",17,R
"Wednesday,September 28,2016","04:00 PM","HATTISAR",25,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","04:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","04:00 PM","KOTESHWOR",23,R
"Wednesday,September 28,2016","04:00 PM","NEW BANESWOR",31,R
"Wednesday,September 28,2016","04:00 PM","PUTALISADAK",13,R
"Wednesday,September 28,2016","04:00 PM","SAATDOBATO",15,R
"Wednesday,September 28,2016","01:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","04:00 PM","THAMEL",30,R
"Wednesday,September 28,2016","04:00 PM","THAPATHALI",21,R
"Wednesday,September 28,2016","04:00 PM","THE BRITISH SCHOOL",17,R
"Wednesday,September 28,2016","05:00 PM","BALKHU",17,R
"Wednesday,September 28,2016","05:00 PM","BUDANILKANTHA",13,R
"Wednesday,September 28,2016","05:00 PM","EKANTAKUNA",17,R
"Wednesday,September 28,2016","05:00 PM","HATTISAR",26,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","05:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","05:00 PM","KOTESHWOR",23,R
"Wednesday,September 28,2016","05:00 PM","NEW BANESWOR",31,R
"Wednesday,September 28,2016","05:00 PM","PUTALISADAK",13,R
"Wednesday,September 28,2016","05:00 PM","SAATDOBATO",15,R
"Wednesday,September 28,2016","05:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","05:00 PM","THAMEL",33,R
"Wednesday,September 28,2016","05:00 PM","THAPATHALI",20,R
"Wednesday,September 28,2016","05:00 PM","THE BRITISH SCHOOL",17,R
"Wednesday,September 28,2016","06:00 PM","BALKHU",18,R
"Wednesday,September 28,2016","06:00 PM","BUDANILKANTHA",14,R
"Wednesday,September 28,2016","06:00 PM","EKANTAKUNA",18,R
"Wednesday,September 28,2016","06:00 PM","HATTISAR",27,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","05:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","06:00 PM","KOTESHWOR",24,R
"Wednesday,September 28,2016","06:00 PM","NEW BANESWOR",32,R
"Wednesday,September 28,2016","06:00 PM","PUTALISADAK",13,R
"Wednesday,September 28,2016","06:00 PM","SAATDOBATO",15,R
"Wednesday,September 28,2016","06:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","06:00 PM","THAMEL",34,R
"Wednesday,September 28,2016","06:00 PM","THAPATHALI",21,R
"Wednesday,September 28,2016","06:00 PM","THE BRITISH SCHOOL",18,R
"Wednesday,September 28,2016","07:00 PM","BALKHU",20,R
"Wednesday,September 28,2016","07:00 PM","BUDANILKANTHA",15,R
"Wednesday,September 28,2016","07:00 PM","EKANTAKUNA",18,R
"Wednesday,September 28,2016","07:00 PM","HATTISAR",28,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","05:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","07:00 PM","KOTESHWOR",24,R
"Wednesday,September 28,2016","07:00 PM","NEW BANESWOR",33,R
"Wednesday,September 28,2016","07:00 PM","PUTALISADAK",14,R
"Wednesday,September 28,2016","07:00 PM","SAATDOBATO",16,R
"Wednesday,September 28,2016","07:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","07:00 PM","THAMEL",35,R
"Wednesday,September 28,2016","06:00 PM","THAPATHALI",21,R
"Wednesday,September 28,2016","07:00 PM","THE BRITISH SCHOOL",19,R
"Wednesday,September 28,2016","08:00 PM","BALKHU",21,R
"Wednesday,September 28,2016","08:00 PM","BUDANILKANTHA",16,R
"Wednesday,September 28,2016","08:00 PM","EKANTAKUNA",19,R
"Wednesday,September 28,2016","08:00 PM","HATTISAR",28,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","08:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","08:00 PM","KOTESHWOR",25,R
"Wednesday,September 28,2016","08:00 PM","NEW BANESWOR",34,R
"Wednesday,September 28,2016","08:00 PM","PUTALISADAK",14,R
"Wednesday,September 28,2016","08:00 PM","SAATDOBATO",16,R
"Wednesday,September 28,2016","08:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","08:00 PM","THAMEL",36,R
"Wednesday,September 28,2016","06:00 PM","THAPATHALI",21,R
"Wednesday,September 28,2016","08:00 PM","THE BRITISH SCHOOL",20,R
"Wednesday,September 28,2016","09:00 PM","BALKHU",21,R
"Wednesday,September 28,2016","09:00 PM","BUDANILKANTHA",16,R
"Wednesday,September 28,2016","09:00 PM","EKANTAKUNA",20,R
"Wednesday,September 28,2016","09:00 PM","HATTISAR",27,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","09:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","09:00 PM","KOTESHWOR",25,R
"Wednesday,September 28,2016","09:00 PM","NEW BANESWOR",34,R
"Wednesday,September 28,2016","09:00 PM","PUTALISADAK",15,R
"Wednesday,September 28,2016","09:00 PM","SAATDOBATO",16,R
"Wednesday,September 28,2016","09:00 PM","SAMAKHUSI",18,R
"Wednesday,September 28,2016","09:00 PM","THAMEL",36,R
"Wednesday,September 28,2016","09:00 PM","THAPATHALI",34,R
"Wednesday,September 28,2016","09:00 PM","THE BRITISH SCHOOL",20,R
"Wednesday,September 28,2016","10:00 PM","BALKHU",22,R
"Wednesday,September 28,2016","10:00 PM","BUDANILKANTHA",16,R
"Wednesday,September 28,2016","10:00 PM","EKANTAKUNA",20,R
"Wednesday,September 28,2016","10:00 PM","HATTISAR",28,R
"Wednesday,September 28,2016","05:00 AM","KALANKI",17,R
"Wednesday,September 28,2016","09:00 PM","KALIMATI",22,R
"Wednesday,September 28,2016","10:00 PM","KOTESHWOR",25,R
"Wednesday,September 28,2016","10:00 PM","NEW BANESWOR",33,R
"Wednesday,September 28,2016","10:00 PM","PUTALISADAK",15,R
"Wednesday,September 28,2016","10:00 PM","SAATDOBATO",16,R
"Wednesday,September 28,2016","10:00 PM","SAMAKHUSI",17,R
"Wednesday,September 28,2016","10:00 PM","THAMEL",36,R
"Wednesday,September 28,2016","10:00 PM","THAPATHALI",43,R
"Wednesday,September 28,2016","10:00 PM","THE BRITISH SCHOOL",20,R
"Thursday,September 29,2016","11:00 PM","BALKHU",22,R
"Thursday,September 29,2016","11:00 PM","BUDANILKANTHA",16,R
"Thursday,September 29,2016","11:00 PM","EKANTAKUNA",20,R
"Thursday,September 29,2016","11:00 PM","HATTISAR",27,R
"Thursday,September 29,2016","05:00 AM","KALANKI",17,R
"Thursday,September 29,2016","09:00 PM","KALIMATI",22,R
"Thursday,September 29,2016","11:00 PM","KOTESHWOR",25,R
"Thursday,September 29,2016","11:00 PM","NEW BANESWOR",33,R
"Thursday,September 29,2016","11:00 PM","PUTALISADAK",15,R
"Thursday,September 29,2016","11:00 PM","SAATDOBATO",17,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",17,R
"Thursday,September 29,2016","11:00 PM","THAMEL",36,R
"Thursday,September 29,2016","11:00 PM","THAPATHALI",49,R
"Thursday,September 29,2016","11:00 PM","THE BRITISH SCHOOL",20,R
"Thursday,September 29,2016","11:00 PM","BALKHU",22,R
"Thursday,September 29,2016","11:00 PM","BUDANILKANTHA",16,R
"Thursday,September 29,2016","11:00 PM","EKANTAKUNA",20,R
"Thursday,September 29,2016","11:00 PM","HATTISAR",27,R
"Thursday,September 29,2016","05:00 AM","KALANKI",17,R
"Thursday,September 29,2016","09:00 PM","KALIMATI",22,R
"Thursday,September 29,2016","11:00 PM","KOTESHWOR",25,R
"Thursday,September 29,2016","11:00 PM","NEW BANESWOR",33,R
"Thursday,September 29,2016","11:00 PM","PUTALISADAK",15,R
"Thursday,September 29,2016","11:00 PM","SAATDOBATO",17,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",17,R
"Thursday,September 29,2016","11:00 PM","THAMEL",36,R
"Thursday,September 29,2016","11:00 PM","THAPATHALI",49,R
"Thursday,September 29,2016","11:00 PM","THE BRITISH SCHOOL",20,R
"Thursday,September 29,2016","11:00 PM","BALKHU",22,R
"Thursday,September 29,2016","11:00 PM","BUDANILKANTHA",16,R
"Thursday,September 29,2016","11:00 PM","EKANTAKUNA",20,R
"Thursday,September 29,2016","11:00 PM","HATTISAR",27,R
"Thursday,September 29,2016","05:00 AM","KALANKI",17,R
"Thursday,September 29,2016","09:00 PM","KALIMATI",22,R
"Thursday,September 29,2016","11:00 PM","KOTESHWOR",25,R
"Thursday,September 29,2016","11:00 PM","NEW BANESWOR",33,R
"Thursday,September 29,2016","11:00 PM","PUTALISADAK",15,R
"Thursday,September 29,2016","11:00 PM","SAATDOBATO",17,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",17,R
"Thursday,September 29,2016","11:00 PM","THAMEL",36,R
"Thursday,September 29,2016","11:00 PM","THAPATHALI",49,R
"Thursday,September 29,2016","11:00 PM","THE BRITISH SCHOOL",20,R
"Thursday,September 29,2016","11:00 PM","BALKHU",22,R
"Thursday,September 29,2016","11:00 PM","BUDANILKANTHA",16,R
"Thursday,September 29,2016","11:00 PM","EKANTAKUNA",20,R
"Thursday,September 29,2016","11:00 PM","HATTISAR",27,R
"Thursday,September 29,2016","05:00 AM","KALANKI",17,R
"Thursday,September 29,2016","09:00 PM","KALIMATI",22,R
"Thursday,September 29,2016","11:00 PM","KOTESHWOR",25,R
"Thursday,September 29,2016","11:00 PM","NEW BANESWOR",33,R
"Thursday,September 29,2016","11:00 PM","PUTALISADAK",15,R
"Thursday,September 29,2016","11:00 PM","SAATDOBATO",17,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",17,R
"Thursday,September 29,2016","11:00 PM","THAMEL",36,R
"Thursday,September 29,2016","11:00 PM","THAPATHALI",49,R
"Thursday,September 29,2016","11:00 PM","THE BRITISH SCHOOL",20,R
"Thursday,September 29,2016","11:00 PM","BALKHU",22,R
"Thursday,September 29,2016","11:00 PM","BUDANILKANTHA",16,R
"Thursday,September 29,2016","11:00 PM","EKANTAKUNA",20,R
"Thursday,September 29,2016","11:00 PM","HATTISAR",27,R
"Thursday,September 29,2016","05:00 AM","KALANKI",17,R
"Thursday,September 29,2016","09:00 PM","KALIMATI",22,R
"Thursday,September 29,2016","11:00 PM","KOTESHWOR",25,R
"Thursday,September 29,2016","11:00 PM","NEW BANESWOR",33,R
"Thursday,September 29,2016","11:00 PM","PUTALISADAK",15,R
"Thursday,September 29,2016","11:00 PM","SAATDOBATO",17,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",17,R
"Thursday,September 29,2016","11:00 PM","THAMEL",36,R
"Thursday,September 29,2016","11:00 PM","THAPATHALI",49,R
"Thursday,September 29,2016","11:00 PM","THE BRITISH SCHOOL",20,R
"Thursday,September 29,2016","11:00 PM","BALKHU",22,R
"Thursday,September 29,2016","11:00 PM","BUDANILKANTHA",16,R
"Thursday,September 29,2016","11:00 PM","EKANTAKUNA",20,R
"Thursday,September 29,2016","11:00 PM","HATTISAR",27,R
"Thursday,September 29,2016","05:00 AM","KALANKI",17,R
"Thursday,September 29,2016","09:00 PM","KALIMATI",22,R
"Thursday,September 29,2016","11:00 PM","KOTESHWOR",25,R
"Thursday,September 29,2016","11:00 PM","NEW BANESWOR",33,R
"Thursday,September 29,2016","11:00 PM","PUTALISADAK",15,R
"Thursday,September 29,2016","11:00 PM","SAATDOBATO",17,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",17,R
"Thursday,September 29,2016","11:00 PM","THAMEL",36,R
"Thursday,September 29,2016","11:00 PM","THAPATHALI",49,R
"Thursday,September 29,2016","11:00 PM","THE BRITISH SCHOOL",20,R
"Thursday,September 29,2016","05:00 AM","BALKHU",20,R
"Thursday,September 29,2016","05:00 AM","BUDANILKANTHA",17,R
"Thursday,September 29,2016","03:00 AM","EKANTAKUNA",19,R
"Thursday,September 29,2016","05:00 AM","HATTISAR",28,R
"Thursday,September 29,2016","05:00 AM","KALANKI",7,R
"Thursday,September 29,2016","05:00 AM","KALIMATI",23,R
"Thursday,September 29,2016","05:00 AM","KOTESHWOR",26,R
"Thursday,September 29,2016","05:00 AM","NEW BANESWOR",34,R
"Thursday,September 29,2016","05:00 AM","PUTALISADAK",16,R
"Thursday,September 29,2016","05:00 AM","SAATDOBATO",18,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",18,R
"Thursday,September 29,2016","05:00 AM","THAMEL",39,R
"Thursday,September 29,2016","05:00 AM","THAPATHALI",58,R
"Thursday,September 29,2016","05:00 AM","THE BRITISH SCHOOL",21,R
"Thursday,September 29,2016","06:00 AM","BALKHU",20,R
"Thursday,September 29,2016","06:00 AM","BUDANILKANTHA",17,R
"Thursday,September 29,2016","03:00 AM","EKANTAKUNA",19,R
"Thursday,September 29,2016","06:00 AM","HATTISAR",28,R
"Thursday,September 29,2016","05:00 AM","KALANKI",7,R
"Thursday,September 29,2016","06:00 AM","KALIMATI",24,R
"Thursday,September 29,2016","06:00 AM","KOTESHWOR",27,R
"Thursday,September 29,2016","06:00 AM","NEW BANESWOR",36,R
"Thursday,September 29,2016","06:00 AM","PUTALISADAK",17,R
"Thursday,September 29,2016","06:00 AM","SAATDOBATO",18,R
"Thursday,September 29,2016","10:00 PM","SAMAKHUSI",18,R
"Thursday,September 29,2016","06:00 AM","THAMEL",40,R
"Thursday,September 29,2016","06:00 AM","THAPATHALI",59,R
"Thursday,September 29,2016","06:00 AM","THE BRITISH SCHOOL",22,R
"Thursday,September 29,2016","07:00 AM","BALKHU",21,R
"Thursday,September 29,2016","07:00 AM","BUDANILKANTHA",17,R
"Thursday,September 29,2016","03:00 AM","EKANTAKUNA",19,R
"Thursday,September 29,2016","07:00 AM","HATTISAR",28,R
"Thursday,September 29,2016","05:00 AM","KALANKI",7,R
"Thursday,September 29,2016","07:00 AM","KALIMATI",25,R
"Thursday,September 29,2016","07:00 AM","KOTESHWOR",27,R
"Thursday,September 29,2016","07:00 AM","NEW BANESWOR",37,R
"Thursday,September 29,2016","07:00 AM","PUTALISADAK",17,R
"Thursday,September 29,2016","07:00 AM","SAATDOBATO",19,R
"Thursday,September 29,2016","07:00 AM","SAMAKHUSI",20,R
"Thursday,September 29,2016","07:00 AM","THAMEL",40,R
"Thursday,September 29,2016","07:00 AM","THAPATHALI",60,R
"Thursday,September 29,2016","07:00 AM","THE BRITISH SCHOOL",22,R
"Thursday,September 29,2016","08:00 AM","BALKHU",22,R
"Thursday,September 29,2016","08:00 AM","BUDANILKANTHA",18,R
"Thursday,September 29,2016","03:00 AM","EKANTAKUNA",19,R
"Thursday,September 29,2016","08:00 AM","HATTISAR",29,R
"Thursday,September 29,2016","05:00 AM","KALANKI",7,R
"Thursday,September 29,2016","07:00 AM","KALIMATI",25,R
"Thursday,September 29,2016","08:00 AM","KOTESHWOR",28,R
"Thursday,September 29,2016","08:00 AM","NEW BANESWOR",39,R
"Thursday,September 29,2016","08:00 AM","PUTALISADAK",17,R
"Thursday,September 29,2016","08:00 AM","SAATDOBATO",20,R
